"","postcode","RA_NAME_2021","GCCSA_NAME_2021","STATE_NAME_2021","SA2_NAME_2021","SA3_NAME_2021","SA4_NAME_2021","sort"
"119","2105","Major Cities of Australia","Greater Sydney","New South Wales","Bayview - Elanora Heights","Pittwater","Sydney - Northern Beaches",1
"120","2106","Major Cities of Australia","Greater Sydney","New South Wales","Newport - Bilgola","Pittwater","Sydney - Northern Beaches",1
"121","2107","Major Cities of Australia","Greater Sydney","New South Wales","Newport - Bilgola","Pittwater","Sydney - Northern Beaches",1
"122","2108","Major Cities of Australia","Greater Sydney","New South Wales","Avalon - Palm Beach","Pittwater","Sydney - Northern Beaches",1
"123","2110","Major Cities of Australia","Greater Sydney","New South Wales","Hunters Hill - Woolwich","Ryde - Hunters Hill","Sydney - Ryde",1
"124","2111","Major Cities of Australia","Greater Sydney","New South Wales","Gladesville - Huntleys Point","Ryde - Hunters Hill","Sydney - Ryde",1
"125","2112","Major Cities of Australia","Greater Sydney","New South Wales","Ryde - South","Ryde - Hunters Hill","Sydney - Ryde",1
"126","2113","Major Cities of Australia","Greater Sydney","New South Wales","North Ryde - East Ryde","Ryde - Hunters Hill","Sydney - Ryde",1
"127","2114","Major Cities of Australia","Greater Sydney","New South Wales","West Ryde - Meadowbank","Ryde - Hunters Hill","Sydney - Ryde",1
"128","2115","Major Cities of Australia","Greater Sydney","New South Wales","Ermington - Rydalmere","Carlingford","Sydney - Parramatta",1
"129","2116","Major Cities of Australia","Greater Sydney","New South Wales","Ermington - Rydalmere","Carlingford","Sydney - Parramatta",1
"130","2117","Major Cities of Australia","Greater Sydney","New South Wales","Oatlands - Dundas Valley","Carlingford","Sydney - Parramatta",1
"131","2118","Major Cities of Australia","Greater Sydney","New South Wales","Carlingford - West","Carlingford","Sydney - Parramatta",1
"132","2119","Major Cities of Australia","Greater Sydney","New South Wales","Carlingford - East","Carlingford","Sydney - Parramatta",1
"133","2120","Major Cities of Australia","Greater Sydney","New South Wales","Normanhurst - Thornleigh - Westleigh","Hornsby","Sydney - North Sydney and Hornsby",1
"134","2121","Major Cities of Australia","Greater Sydney","New South Wales","Epping (NSW) - West","Pennant Hills - Epping","Sydney - Ryde",1
"135","2122","Major Cities of Australia","Greater Sydney","New South Wales","Eastwood","Ryde - Hunters Hill","Sydney - Ryde",1
"136","2125","Major Cities of Australia","Greater Sydney","New South Wales","West Pennant Hills","Baulkham Hills","Sydney - Baulkham Hills and Hawkesbury",1
"137","2126","Major Cities of Australia","Greater Sydney","New South Wales","Cherrybrook","Baulkham Hills","Sydney - Baulkham Hills and Hawkesbury",1
"138","2127","Major Cities of Australia","Greater Sydney","New South Wales","Silverwater - Newington","Auburn","Sydney - Parramatta",1
"139","2128","Major Cities of Australia","Greater Sydney","New South Wales","Silverwater - Newington","Auburn","Sydney - Parramatta",1
"140","2130","Major Cities of Australia","Greater Sydney","New South Wales","Haberfield - Summer Hill","Strathfield - Burwood - Ashfield","Sydney - Inner West",1
"141","2131","Major Cities of Australia","Greater Sydney","New South Wales","Ashfield - South","Strathfield - Burwood - Ashfield","Sydney - Inner West",1
"142","2132","Major Cities of Australia","Greater Sydney","New South Wales","Croydon","Strathfield - Burwood - Ashfield","Sydney - Inner West",1
"143","2133","Major Cities of Australia","Greater Sydney","New South Wales","Croydon Park - Enfield","Strathfield - Burwood - Ashfield","Sydney - Inner West",1
"144","2134","Major Cities of Australia","Greater Sydney","New South Wales","Burwood (NSW)","Strathfield - Burwood - Ashfield","Sydney - Inner West",1
"145","2135","Major Cities of Australia","Greater Sydney","New South Wales","Strathfield - East","Strathfield - Burwood - Ashfield","Sydney - Inner West",1
"146","2136","Major Cities of Australia","Greater Sydney","New South Wales","Strathfield South","Strathfield - Burwood - Ashfield","Sydney - Inner West",1
"147","2137","Major Cities of Australia","Greater Sydney","New South Wales","Concord - Mortlake - Cabarita","Canada Bay","Sydney - Inner West",1
"148","2138","Major Cities of Australia","Greater Sydney","New South Wales","Rhodes","Canada Bay","Sydney - Inner West",1
"149","2140","Major Cities of Australia","Greater Sydney","New South Wales","Homebush","Strathfield - Burwood - Ashfield","Sydney - Inner West",1
"150","2141","Major Cities of Australia","Greater Sydney","New South Wales","Lidcombe","Auburn","Sydney - Parramatta",1
"151","2142","Major Cities of Australia","Greater Sydney","New South Wales","Granville - Clyde","Merrylands - Guildford","Sydney - Parramatta",1
"152","2143","Major Cities of Australia","Greater Sydney","New South Wales","Chullora","Bankstown","Sydney - Inner South West",1
"153","2144","Major Cities of Australia","Greater Sydney","New South Wales","Auburn - North","Auburn","Sydney - Parramatta",1
"154","2145","Major Cities of Australia","Greater Sydney","New South Wales","Wentworthville - Westmead","Parramatta","Sydney - Parramatta",1
"155","2146","Major Cities of Australia","Greater Sydney","New South Wales","Toongabbie - Constitution Hill","Parramatta","Sydney - Parramatta",1
"156","2147","Major Cities of Australia","Greater Sydney","New South Wales","Lalor Park - Kings Langley","Blacktown","Sydney - Blacktown",1
"157","2148","Major Cities of Australia","Greater Sydney","New South Wales","Blacktown (East) - Kings Park","Blacktown","Sydney - Blacktown",1
"158","2150","Major Cities of Australia","Greater Sydney","New South Wales","Rosehill - Harris Park","Parramatta","Sydney - Parramatta",1
"159","2151","Major Cities of Australia","Greater Sydney","New South Wales","North Parramatta","Parramatta","Sydney - Parramatta",1
"160","2152","Major Cities of Australia","Greater Sydney","New South Wales","Northmead","Parramatta","Sydney - Parramatta",1
"161","2153","Major Cities of Australia","Greater Sydney","New South Wales","Baulkham Hills - East","Baulkham Hills","Sydney - Baulkham Hills and Hawkesbury",1
"162","2154","Major Cities of Australia","Greater Sydney","New South Wales","Castle Hill - Central","Baulkham Hills","Sydney - Baulkham Hills and Hawkesbury",1
"163","2155","Major Cities of Australia","Greater Sydney","New South Wales","North Kellyville","Rouse Hill - McGraths Hill","Sydney - Baulkham Hills and Hawkesbury",1
"164","2156","Major Cities of Australia","Greater Sydney","New South Wales","Glenhaven","Baulkham Hills","Sydney - Baulkham Hills and Hawkesbury",1
"165","2157","Inner Regional Australia","Greater Sydney","New South Wales","Dural - Kenthurst - Wisemans Ferry","Dural - Wisemans Ferry","Sydney - Baulkham Hills and Hawkesbury",2
"166","2158","Major Cities of Australia","Greater Sydney","New South Wales","Dural - Kenthurst - Wisemans Ferry","Dural - Wisemans Ferry","Sydney - Baulkham Hills and Hawkesbury",1
"167","2159","Major Cities of Australia","Greater Sydney","New South Wales","Galston - Laughtondale","Dural - Wisemans Ferry","Sydney - Baulkham Hills and Hawkesbury",1
"168","2160","Major Cities of Australia","Greater Sydney","New South Wales","Merrylands - Holroyd","Merrylands - Guildford","Sydney - Parramatta",1
"169","2161","Major Cities of Australia","Greater Sydney","New South Wales","Yennora Industrial","Merrylands - Guildford","Sydney - Parramatta",1
"170","2162","Major Cities of Australia","Greater Sydney","New South Wales","Guildford - South Granville","Merrylands - Guildford","Sydney - Parramatta",1
"171","2163","Major Cities of Australia","Greater Sydney","New South Wales","Bass Hill - Georges Hall","Bankstown","Sydney - Inner South West",1
"172","2164","Major Cities of Australia","Greater Sydney","New South Wales","Smithfield Industrial","Merrylands - Guildford","Sydney - Parramatta",1
"173","2165","Major Cities of Australia","Greater Sydney","New South Wales","Fairfield - East","Merrylands - Guildford","Sydney - Parramatta",1
"174","2166","Major Cities of Australia","Greater Sydney","New South Wales","Canley Vale - Canley Heights","Fairfield","Sydney - South West",1
"175","2167","Major Cities of Australia","Greater Sydney","New South Wales","Glenfield","Campbelltown (NSW)","Sydney - Outer South West",1
"176","2168","Major Cities of Australia","Greater Sydney","New South Wales","Green Valley","Bringelly - Green Valley","Sydney - South West",1
"177","2170","Major Cities of Australia","Greater Sydney","New South Wales","Casula","Liverpool","Sydney - South West",1
"178","2171","Major Cities of Australia","Greater Sydney","New South Wales","West Hoxton - Middleton Grange","Bringelly - Green Valley","Sydney - South West",1
"179","2172","Major Cities of Australia","Greater Sydney","New South Wales","Holsworthy - Wattle Grove","Liverpool","Sydney - South West",1
"180","2173","Major Cities of Australia","Greater Sydney","New South Wales","Holsworthy - Wattle Grove","Liverpool","Sydney - South West",1
"181","2174","Major Cities of Australia","Greater Sydney","New South Wales","Edmondson Park","Liverpool","Sydney - South West",1
"182","2175","Major Cities of Australia","Greater Sydney","New South Wales","Horsley Park - Kemps Creek","Fairfield","Sydney - South West",1
"183","2176","Major Cities of Australia","Greater Sydney","New South Wales","Edensor Park","Fairfield","Sydney - South West",1
"184","2177","Major Cities of Australia","Greater Sydney","New South Wales","Bonnyrigg Heights - Bonnyrigg","Fairfield","Sydney - South West",1
"185","2178","Major Cities of Australia","Greater Sydney","New South Wales","Horsley Park - Kemps Creek","Fairfield","Sydney - South West",1
"186","2179","Major Cities of Australia","Greater Sydney","New South Wales","Austral - Greendale","Bringelly - Green Valley","Sydney - South West",1
"187","2190","Major Cities of Australia","Greater Sydney","New South Wales","Greenacre - North","Bankstown","Sydney - Inner South West",1
"188","2191","Major Cities of Australia","Greater Sydney","New South Wales","Belmore - Belfield","Canterbury","Sydney - Inner South West",1
"189","2192","Major Cities of Australia","Greater Sydney","New South Wales","Belmore - Belfield","Canterbury","Sydney - Inner South West",1
"190","2193","Major Cities of Australia","Greater Sydney","New South Wales","Canterbury (North) - Ashbury","Strathfield - Burwood - Ashfield","Sydney - Inner West",1
"191","2194","Major Cities of Australia","Greater Sydney","New South Wales","Canterbury - South","Canterbury","Sydney - Inner South West",1
"192","2195","Major Cities of Australia","Greater Sydney","New South Wales","Wiley Park","Canterbury","Sydney - Inner South West",1
"193","2196","Major Cities of Australia","Greater Sydney","New South Wales","Punchbowl","Canterbury","Sydney - Inner South West",1
"194","2197","Major Cities of Australia","Greater Sydney","New South Wales","Bass Hill - Georges Hall","Bankstown","Sydney - Inner South West",1
"195","2198","Major Cities of Australia","Greater Sydney","New South Wales","Bass Hill - Georges Hall","Bankstown","Sydney - Inner South West",1
"196","2199","Major Cities of Australia","Greater Sydney","New South Wales","Yagoona - Birrong","Bankstown","Sydney - Inner South West",1
"197","2200","Major Cities of Australia","Greater Sydney","New South Wales","Bankstown - South","Bankstown","Sydney - Inner South West",1
"198","2203","Major Cities of Australia","Greater Sydney","New South Wales","Dulwich Hill - Lewisham","Strathfield - Burwood - Ashfield","Sydney - Inner West",1
"199","2204","Major Cities of Australia","Greater Sydney","New South Wales","Marrickville - South","Marrickville - Sydenham - Petersham","Sydney - City and Inner South",1
"200","2205","Major Cities of Australia","Greater Sydney","New South Wales","Arncliffe - Bardwell Valley","Kogarah - Rockdale","Sydney - Inner South West",1
"201","2206","Major Cities of Australia","Greater Sydney","New South Wales","Earlwood","Canterbury","Sydney - Inner South West",1
"202","2207","Major Cities of Australia","Greater Sydney","New South Wales","Kingsgrove (South) - Bardwell Park","Kogarah - Rockdale","Sydney - Inner South West",1
"203","2208","Major Cities of Australia","Greater Sydney","New South Wales","Kingsgrove - North","Canterbury","Sydney - Inner South West",1
"204","2209","Major Cities of Australia","Greater Sydney","New South Wales","Narwee - Beverly Hills","Hurstville","Sydney - Inner South West",1
"205","2210","Major Cities of Australia","Greater Sydney","New South Wales","Peakhurst - Lugarno","Hurstville","Sydney - Inner South West",1
"206","2211","Major Cities of Australia","Greater Sydney","New South Wales","Padstow","Bankstown","Sydney - Inner South West",1
"207","2212","Major Cities of Australia","Greater Sydney","New South Wales","Revesby","Bankstown","Sydney - Inner South West",1
"208","2213","Major Cities of Australia","Greater Sydney","New South Wales","Panania (South) - Picnic Point","Bankstown","Sydney - Inner South West",1
"209","2214","Major Cities of Australia","Greater Sydney","New South Wales","Panania (North) - Milperra","Bankstown","Sydney - Inner South West",1
"210","2216","Major Cities of Australia","Greater Sydney","New South Wales","Rockdale - Banksia","Kogarah - Rockdale","Sydney - Inner South West",1
"211","2217","Major Cities of Australia","Greater Sydney","New South Wales","Kogarah Bay - Carlton - Allawah","Kogarah - Rockdale","Sydney - Inner South West",1
"212","2218","Major Cities of Australia","Greater Sydney","New South Wales","Hurstville - Central","Hurstville","Sydney - Inner South West",1
"213","2219","Major Cities of Australia","Greater Sydney","New South Wales","Sans Souci - Ramsgate","Kogarah - Rockdale","Sydney - Inner South West",1
"214","2220","Major Cities of Australia","Greater Sydney","New South Wales","South Hurstville - Blakehurst","Hurstville","Sydney - Inner South West",1
"215","2221","Major Cities of Australia","Greater Sydney","New South Wales","South Hurstville - Blakehurst","Hurstville","Sydney - Inner South West",1
"216","2222","Major Cities of Australia","Greater Sydney","New South Wales","Penshurst","Hurstville","Sydney - Inner South West",1
"217","2223","Major Cities of Australia","Greater Sydney","New South Wales","Mortdale - Oatley","Hurstville","Sydney - Inner South West",1
"218","2224","Major Cities of Australia","Greater Sydney","New South Wales","Sylvania - Taren Point","Cronulla - Miranda - Caringbah","Sydney - Sutherland",1
"219","2225","Major Cities of Australia","Greater Sydney","New South Wales","Oyster Bay - Como - Jannali","Sutherland - Menai - Heathcote","Sydney - Sutherland",1
"220","2226","Major Cities of Australia","Greater Sydney","New South Wales","Oyster Bay - Como - Jannali","Sutherland - Menai - Heathcote","Sydney - Sutherland",1
"221","2227","Major Cities of Australia","Greater Sydney","New South Wales","Miranda - Yowie Bay","Cronulla - Miranda - Caringbah","Sydney - Sutherland",1
"222","2228","Major Cities of Australia","Greater Sydney","New South Wales","Miranda - Yowie Bay","Cronulla - Miranda - Caringbah","Sydney - Sutherland",1
"223","2229","Major Cities of Australia","Greater Sydney","New South Wales","Caringbah","Cronulla - Miranda - Caringbah","Sydney - Sutherland",1
"224","2230","Major Cities of Australia","Greater Sydney","New South Wales","Woolooware - Burraneer","Cronulla - Miranda - Caringbah","Sydney - Sutherland",1
"225","2231","Major Cities of Australia","Greater Sydney","New South Wales","Cronulla - Kurnell - Bundeena","Cronulla - Miranda - Caringbah","Sydney - Sutherland",1
"226","2232","Major Cities of Australia","Greater Sydney","New South Wales","Sutherland - Kirrawee","Sutherland - Menai - Heathcote","Sydney - Sutherland",1
"227","2233","Major Cities of Australia","Greater Sydney","New South Wales","Heathcote - Waterfall","Sutherland - Menai - Heathcote","Sydney - Sutherland",1
"228","2234","Major Cities of Australia","Greater Sydney","New South Wales","Menai - Lucas Heights - Woronora","Sutherland - Menai - Heathcote","Sydney - Sutherland",1
"229","2250","Major Cities of Australia","Greater Sydney","New South Wales","Narara","Gosford","Central Coast",1
"230","2251","Major Cities of Australia","Greater Sydney","New South Wales","Avoca Beach - Copacabana","Gosford","Central Coast",1
"231","2256","Major Cities of Australia","Greater Sydney","New South Wales","Woy Woy - Blackwall","Gosford","Central Coast",1
"232","2257","Major Cities of Australia","Greater Sydney","New South Wales","Umina - Booker Bay - Patonga","Gosford","Central Coast",1
"233","2258","Major Cities of Australia","Greater Sydney","New South Wales","Ourimbah - Fountaindale","Wyong","Central Coast",1
"234","2259","Major Cities of Australia","Greater Sydney","New South Wales","Jilliby - Yarramalong","Wyong","Central Coast",1
"235","2260","Major Cities of Australia","Greater Sydney","New South Wales","Terrigal - North Avoca","Gosford","Central Coast",1
"236","2261","Major Cities of Australia","Greater Sydney","New South Wales","Bateau Bay - Killarney Vale","Wyong","Central Coast",1
"237","2262","Major Cities of Australia","Greater Sydney","New South Wales","Budgewoi - Buff Point - Halekulani","Wyong","Central Coast",1
"238","2263","Major Cities of Australia","Greater Sydney","New South Wales","Gorokan - Kanwal - Charmhaven","Wyong","Central Coast",1
"239","2264","Major Cities of Australia","Rest of NSW","New South Wales","Morisset - Cooranbong","Lake Macquarie - West","Newcastle and Lake Macquarie",1
"240","2265","Major Cities of Australia","Rest of NSW","New South Wales","Morisset - Cooranbong","Lake Macquarie - West","Newcastle and Lake Macquarie",1
"241","2267","Major Cities of Australia","Rest of NSW","New South Wales","Wangi Wangi - Rathmines","Lake Macquarie - West","Newcastle and Lake Macquarie",1
"242","2278","Major Cities of Australia","Rest of NSW","New South Wales","West Wallsend - Barnsley - Killingworth","Lake Macquarie - West","Newcastle and Lake Macquarie",1
"243","2280","Major Cities of Australia","Rest of NSW","New South Wales","Belmont - Bennetts Green","Lake Macquarie - East","Newcastle and Lake Macquarie",1
"244","2281","Major Cities of Australia","Rest of NSW","New South Wales","Swansea - Caves Beach","Lake Macquarie - East","Newcastle and Lake Macquarie",1
"245","2282","Major Cities of Australia","Rest of NSW","New South Wales","Warners Bay - Boolaroo","Lake Macquarie - East","Newcastle and Lake Macquarie",1
"246","2283","Major Cities of Australia","Rest of NSW","New South Wales","Bolton Point - Teralba","Lake Macquarie - West","Newcastle and Lake Macquarie",1
"247","2284","Major Cities of Australia","Rest of NSW","New South Wales","Warners Bay - Boolaroo","Lake Macquarie - East","Newcastle and Lake Macquarie",1
"248","2285","Major Cities of Australia","Rest of NSW","New South Wales","Glendale - Cardiff - Hillsborough","Lake Macquarie - East","Newcastle and Lake Macquarie",1
"249","2286","Major Cities of Australia","Rest of NSW","New South Wales","West Wallsend - Barnsley - Killingworth","Lake Macquarie - West","Newcastle and Lake Macquarie",1
"250","2287","Major Cities of Australia","Rest of NSW","New South Wales","Maryland - Fletcher - Minmi","Newcastle","Newcastle and Lake Macquarie",1
"251","2289","Major Cities of Australia","Rest of NSW","New South Wales","Adamstown - Kotara","Newcastle","Newcastle and Lake Macquarie",1
"252","2290","Major Cities of Australia","Rest of NSW","New South Wales","Charlestown - Dudley","Lake Macquarie - East","Newcastle and Lake Macquarie",1
"253","2291","Major Cities of Australia","Rest of NSW","New South Wales","Merewether - The Junction","Newcastle","Newcastle and Lake Macquarie",1
"254","2292","Major Cities of Australia","Rest of NSW","New South Wales","Hamilton - Broadmeadow","Newcastle","Newcastle and Lake Macquarie",1
"255","2293","Major Cities of Australia","Rest of NSW","New South Wales","Wickham - Carrington - Tighes Hill","Newcastle","Newcastle and Lake Macquarie",1
"256","2294","Major Cities of Australia","Rest of NSW","New South Wales","Wickham - Carrington - Tighes Hill","Newcastle","Newcastle and Lake Macquarie",1
"257","2295","Major Cities of Australia","Rest of NSW","New South Wales","Stockton - Fullerton Cove","Newcastle","Newcastle and Lake Macquarie",1
"258","2296","Major Cities of Australia","Rest of NSW","New South Wales","Wickham - Carrington - Tighes Hill","Newcastle","Newcastle and Lake Macquarie",1
"259","2297","Major Cities of Australia","Rest of NSW","New South Wales","Wickham - Carrington - Tighes Hill","Newcastle","Newcastle and Lake Macquarie",1
"260","2298","Major Cities of Australia","Rest of NSW","New South Wales","Waratah - North Lambton","Newcastle","Newcastle and Lake Macquarie",1
"261","2299","Major Cities of Australia","Rest of NSW","New South Wales","Waratah - North Lambton","Newcastle","Newcastle and Lake Macquarie",1
"262","2300","Major Cities of Australia","Rest of NSW","New South Wales","Newcastle - Cooks Hill","Newcastle","Newcastle and Lake Macquarie",1
"263","2302","Major Cities of Australia","Rest of NSW","New South Wales","Newcastle - Cooks Hill","Newcastle","Newcastle and Lake Macquarie",1
"264","2303","Major Cities of Australia","Rest of NSW","New South Wales","Hamilton - Broadmeadow","Newcastle","Newcastle and Lake Macquarie",1
"265","2304","Major Cities of Australia","Rest of NSW","New South Wales","Mayfield - Warabrook","Newcastle","Newcastle and Lake Macquarie",1
"266","2305","Major Cities of Australia","Rest of NSW","New South Wales","Lambton - New Lambton","Newcastle","Newcastle and Lake Macquarie",1
"267","2306","Major Cities of Australia","Rest of NSW","New South Wales","Mount Hutton - Windale","Lake Macquarie - East","Newcastle and Lake Macquarie",1
"268","2307","Major Cities of Australia","Rest of NSW","New South Wales","Shortland - Jesmond","Newcastle","Newcastle and Lake Macquarie",1
"269","2308","Major Cities of Australia","Rest of NSW","New South Wales","Shortland - Jesmond","Newcastle","Newcastle and Lake Macquarie",1
"270","2311","Inner Regional Australia","Rest of NSW","New South Wales","Dungog","Lower Hunter","Hunter Valley exc Newcastle",2
"271","2312","Inner Regional Australia","Rest of NSW","New South Wales","Forster-Tuncurry Surrounds","Great Lakes","Mid North Coast",2
"272","2315","Inner Regional Australia","Rest of NSW","New South Wales","Nelson Bay Peninsula","Port Stephens","Hunter Valley exc Newcastle",2
"273","2316","Inner Regional Australia","Rest of NSW","New South Wales","Anna Bay","Port Stephens","Hunter Valley exc Newcastle",2
"274","2317","Inner Regional Australia","Rest of NSW","New South Wales","Nelson Bay Peninsula","Port Stephens","Hunter Valley exc Newcastle",2
"275","2318","Major Cities of Australia","Rest of NSW","New South Wales","Williamtown - Medowie - Karuah","Port Stephens","Hunter Valley exc Newcastle",1
"276","2319","Inner Regional Australia","Rest of NSW","New South Wales","Lemon Tree Passage - Tanilba Bay","Port Stephens","Hunter Valley exc Newcastle",2
"277","2320","Major Cities of Australia","Rest of NSW","New South Wales","Rutherford (South) - Telarah","Maitland","Hunter Valley exc Newcastle",1
"278","2321","Major Cities of Australia","Rest of NSW","New South Wales","Maitland","Maitland","Hunter Valley exc Newcastle",1
"279","2322","Major Cities of Australia","Rest of NSW","New South Wales","Beresfield - Hexham","Newcastle","Newcastle and Lake Macquarie",1
"280","2323","Major Cities of Australia","Rest of NSW","New South Wales","Tenambit - East Maitland","Maitland","Hunter Valley exc Newcastle",1
"281","2324","Major Cities of Australia","Rest of NSW","New South Wales","Raymond Terrace","Port Stephens","Hunter Valley exc Newcastle",1
"282","2325","Major Cities of Australia","Rest of NSW","New South Wales","Cessnock","Lower Hunter","Hunter Valley exc Newcastle",1
"283","2326","Major Cities of Australia","Rest of NSW","New South Wales","Kurri Kurri - Abermain","Lower Hunter","Hunter Valley exc Newcastle",1
"284","2327","Major Cities of Australia","Rest of NSW","New South Wales","Kurri Kurri - Abermain","Lower Hunter","Hunter Valley exc Newcastle",1
"285","2328","Inner Regional Australia","Rest of NSW","New South Wales","Muswellbrook Surrounds","Upper Hunter","Hunter Valley exc Newcastle",2
"286","2329","Outer Regional Australia","Rest of NSW","New South Wales","Scone Surrounds","Upper Hunter","Hunter Valley exc Newcastle",3
"287","2330","Inner Regional Australia","Rest of NSW","New South Wales","Singleton","Lower Hunter","Hunter Valley exc Newcastle",2
"288","2331","Inner Regional Australia","Rest of NSW","New South Wales","Singleton Surrounds","Lower Hunter","Hunter Valley exc Newcastle",2
"289","2333","Inner Regional Australia","Rest of NSW","New South Wales","Muswellbrook Surrounds","Upper Hunter","Hunter Valley exc Newcastle",2
"290","2334","Inner Regional Australia","Rest of NSW","New South Wales","Branxton - Greta - Pokolbin","Lower Hunter","Hunter Valley exc Newcastle",2
"291","2335","Inner Regional Australia","Rest of NSW","New South Wales","Branxton - Greta - Pokolbin","Lower Hunter","Hunter Valley exc Newcastle",2
"292","2336","Inner Regional Australia","Rest of NSW","New South Wales","Scone Surrounds","Upper Hunter","Hunter Valley exc Newcastle",2
"293","2337","Inner Regional Australia","Rest of NSW","New South Wales","Scone","Upper Hunter","Hunter Valley exc Newcastle",2
"294","2338","Outer Regional Australia","Rest of NSW","New South Wales","Scone Surrounds","Upper Hunter","Hunter Valley exc Newcastle",3
"295","2339","Outer Regional Australia","Rest of NSW","New South Wales","Quirindi","Tamworth - Gunnedah","New England and North West",3
"296","2340","Inner Regional Australia","Rest of NSW","New South Wales","Tamworth - North","Tamworth - Gunnedah","New England and North West",2
"297","2341","Inner Regional Australia","Rest of NSW","New South Wales","Quirindi","Tamworth - Gunnedah","New England and North West",2
"298","2342","Outer Regional Australia","Rest of NSW","New South Wales","Quirindi","Tamworth - Gunnedah","New England and North West",3
"299","2343","Outer Regional Australia","Rest of NSW","New South Wales","Quirindi","Tamworth - Gunnedah","New England and North West",3
"300","2344","Inner Regional Australia","Rest of NSW","New South Wales","Tamworth Surrounds","Tamworth - Gunnedah","New England and North West",2
"301","2345","Outer Regional Australia","Rest of NSW","New South Wales","Tamworth Surrounds","Tamworth - Gunnedah","New England and North West",3
"302","2346","Outer Regional Australia","Rest of NSW","New South Wales","Tamworth Surrounds","Tamworth - Gunnedah","New England and North West",3
"303","2347","Outer Regional Australia","Rest of NSW","New South Wales","Tamworth Surrounds","Tamworth - Gunnedah","New England and North West",3
"304","2350","Inner Regional Australia","Rest of NSW","New South Wales","Armidale","Armidale","New England and North West",2
"305","2352","Inner Regional Australia","Rest of NSW","New South Wales","Tamworth Surrounds","Tamworth - Gunnedah","New England and North West",2
"306","2353","Inner Regional Australia","Rest of NSW","New South Wales","Tamworth Surrounds","Tamworth - Gunnedah","New England and North West",2
"307","2354","Outer Regional Australia","Rest of NSW","New South Wales","Walcha","Armidale","New England and North West",3
"308","2355","Outer Regional Australia","Rest of NSW","New South Wales","Tamworth Surrounds","Tamworth - Gunnedah","New England and North West",3
"309","2356","Remote Australia","Rest of NSW","New South Wales","Narrabri Surrounds","Moree - Narrabri","New England and North West",4
"310","2357","Outer Regional Australia","Rest of NSW","New South Wales","Coonabarabran","Dubbo","Far West and Orana",3
"311","2358","Inner Regional Australia","Rest of NSW","New South Wales","Armidale Surrounds - South","Armidale","New England and North West",2
"312","2359","Outer Regional Australia","Rest of NSW","New South Wales","Inverell Surrounds - East","Inverell - Tenterfield","New England and North West",3
